chrom_ncbi chrom start start_phase end end_phase strand gene_id gene_name transcription_start transcription_end
NC_000017.11 chr17 46299546 2 46358397 0 - 100506084 ARL17B 46274183 46362064
NC_000020.11 chr20 50275669 0 50278329 0 + 100506115 LINC01272 50267482 50279795
NC_000011.10 chr11 76381828 0 76404042 2 + 100506127 LOC100506127 76381324 76408132
NC_000001.11 chr1 34981943 2 34985305 0 - 100506144 ZMYM6NB 34981525 34985347
NC_000023.11 chrX 149774681 0 149776790 0 + 100506164 HSFX1 149774067 149776870
NC_000005.10 chr5 21481323 0 21484011 0 - 100506217 LOC100506217 21481306 21484694
NC_000003.12 chr3 42938895 0 42942647 2 + 100506243 KRBOX1 42936341 42942792
NC_000012.12 chr12 12111162 0 12111519 0 + 100506248 LOC100506248 12111001 12111688
NW_011332696.1 na 80160 0 80517 0 + 100506248 LOC100506248 79999 80686
NC_000019.10 chr19 56264479 0 56304812 0 + 100506374 LOC100506374 56264259 56310454
NC_000017.11 chr17 331557 0 333208 0 + 100506388 LOC100506388 331204 333488
NW_003315952.3 chr17_GL383563v3_alt 302992 0 304643 0 + 100506388 LOC100506388 302639 304923
NT_187662.1 chr17_KI270907v1_alt 69429 0 71080 0 - 100506388 LOC100506388 69149 71433
NC_000009.12 chr9 26094594 0 26116855 0 + 100506422 LOC100506422 26066674 26118408
NC_000001.11 chr1 2181928 0 2182720 0 - 100506504 LOC100506504 2181810 2184360
NC_000004.12 chr4 56410515 0 56428481 2 + 100506514 LOC100506514 56408788 56429005
NC_000004.12 chr4 56530676 0 56603323 1 + 100506564 THEGL 56530574 56641550
NC_000001.11 chr1 228075730 0 228076354 0 - 100506571 LOC100506571 228073908 228078006
NC_000016.10 chr16 87303056 1 87317242 0 - 100506581 C16orf95 87302797 87317420
NC_000011.10 chr11 30878583 2 30952480 0 - 100506627 DCDC5 30863602 30992686
NC_000017.11 chr17 52985678 0 52987321 0 + 100506650 C17orf112 52983990 52987658
NC_000005.10 chr5 69504244 0 69553671 0 + 100506658 OCLN 69492291 69558104
NW_003315917.2 chr5_GL339449v2_alt 287141 0 336616 0 + 100506658 OCLN 275188 341052
NC_000017.11 chr17 35474922 2 35487739 0 - 100506736 SLFN12L 35474922 35491208
NC_000018.10 chr18 46962767 0 46964408 0 - 100506888 TCEB3CL2 46962767 46964644
NC_000002.12 chr2 127378127 0 127388965 1 + 100506922 LOC100506922 127378127 127389411
NC_000003.12 chr3 88338609 0 88467562 0 + 100506944 LOC100506944 88338294 88468050
NC_000019.10 chr19 49426430 0 49428818 2 + 100507003 GFY 49421317 49428977
NC_000010.11 chr10 59737059 0 59737200 0 - 100507027 MRLN 59736989 59753471
NC_000011.10 chr11 75241049 0 75242198 0 + 100507050 TPBGL 75240904 75243704
NC_000012.12 chr12 132603401 0 132606251 0 - 100507055 LRCOL1 132602223 132610451
NC_000004.12 chr4 106358182 0 106368776 0 - 100507096 GIMD1 106357334 106368788
NC_000023.11 chrX 120930288 2 120932042 0 - 100507170 CT47A12 120877489 120932297
NC_000006.12 chr6 130827413 0 130834955 2 + 100507203 SMLR1 130827404 130837135
NC_000016.10 chr16 32278748 0 32279420 0 - 100507221 LOC100507221 32262897 32281946
NC_000019.10 chr19 55613618 0 55616798 0 + 100507290 ZNF865 55613592 55618545
NC_000008.11 chr8 30645309 0 30645597 0 + 100507341 SMIM18 30638599 30645956
NC_000007.14 chr7 141074310 0 141470786 2 + 100507421 TMEM178B 141073310 141497881
NC_000006.12 chr6 31403632 0 31412431 2 + 100507436 MICA 31399783 31415315
NT_113891.3 chr6_GL000251v2_alt 2884002 0 2892802 2 + 100507436 MICA 2880150 2895686
NT_167246.2 chr6_GL000253v2_alt 2712223 0 2721018 2 + 100507436 MICA 2708376 2723902
NT_167248.2 chr6_GL000255v2_alt 2659259 0 2670864 2 + 100507436 MICA 2659193 2671040
NT_167249.2 chr6_GL000256v2_alt 2705908 0 2714708 2 + 100507436 MICA 2702060 2717592
NC_000006.12 chr6 138727466 0 138773550 0 - 100507462 LOC100507462 138725210 138773679
NC_000007.14 chr7 143380092 2 143380782 0 - 100507507 LOC100507507 143379154 143380795
NC_000019.10 chr19 31592280 0 31593039 0 + 100507527 THEG5 31588188 31593550
NC_000019.10 chr19 7916267 0 7918124 2 + 100507588 TGFBR3L 7915454 7919097
NC_000016.10 chr16 28752567 0 28772755 0 + 100507607 NPIPB9 28742727 28772850
NC_000017.11 chr17 41265377 0 41265860 0 + 100507608 KRTAP9-6 41265377 41265860
NW_003871092.1 chr17_JH159147v1_alt 30905 0 31430 0 - 100507608 KRTAP9-6 30905 31430
NW_003871093.1 chr17_JH159148v1_alt 41249 0 41732 0 - 100507608 KRTAP9-6 41249 41732
NC_000014.9 chr14 23240345 0 23272891 0 + 100507650 RNF212B 23185333 23274285
NC_000006.12 chr6 31010706 0 31034938 0 + 100507679 MUC22 31005951 31035570
NT_167244.2 chr6_GL000250v2_alt 2340206 0 2364779 0 + 100507679 MUC22 2335450 2365411
NT_113891.3 chr6_GL000251v2_alt 2490297 0 2514632 0 + 100507679 MUC22 2485542 2515263
NT_167245.2 chr6_GL000252v2_alt 2267010 0 2291584 0 + 100507679 MUC22 2262254 2292216
NT_167246.2 chr6_GL000253v2_alt 2321197 0 2345453 0 + 100507679 MUC22 2301917 2345917
NT_167247.2 chr6_GL000254v2_alt 2354845 0 2379077 0 + 100507679 MUC22 2350090 2379709
NT_167248.2 chr6_GL000255v2_alt 2266319 0 2290575 0 + 100507679 MUC22 2261559 2291205
NT_167249.2 chr6_GL000256v2_alt 2311416 0 2335673 0 + 100507679 MUC22 2306661 2336304
NC_000013.11 chr13 113956772 1 113973997 0 - 100507747 LOC100507747 113956425 113974083
NW_011332698.1 na 19797 1 37023 0 - 100507747 LOC100507747 19450 37109
NC_000002.12 chr2 94588434 0 94604573 1 + 100509620 LOC100509620 94587233 94619833
NC_000003.12 chr3 160400826 0 160433809 0 + 10051 SMC4 160399303 160434962
NC_000017.11 chr17 36450030 1 36456035 0 - 100510707 TBC1D3J 36449776 36456035
NT_187614.1 chr17_KI270857v1_alt 684934 1 690939 0 - 100510707 TBC1D3J 684680 690939
NC_000017.11 chr17 44804626 0 44805817 0 - 10052 GJC1 44793953 44830811
NC_000002.12 chr2 159771850 2 159904682 0 - 100526664 LY75-CD302 159768627 159904756
NC_000003.12 chr3 9793121 0 9834821 0 + 100526693 ARPC4-TTLL3 9792547 9836356
NC_000009.12 chr9 100441938 0 100576600 1 + 100526694 MSANTD3-TMEFF1 100441905 100577636
NC_000011.10 chr11 66616720 0 66646046 2 + 100526737 RBM14-RBM4 66616581 66646473
NC_000001.11 chr1 10430517 0 10451595 0 + 100526739 APITD1-CORT 10430101 10452003
NC_000007.14 chr7 99419966 0 99466141 0 - 100526740 ATP5J2-PTCD1 99416738 99466201
NC_000013.11 chr13 36169033 0 36283606 0 - 100526761 CCDC169-SOHLH2 36168207 36297855
NC_000002.12 chr2 86505803 2 86620461 0 - 100526767 RNF103-CHMP3 86503429 86721122
NC_000003.12 chr3 52833323 2 52897450 0 - 100526772 TMEM110-MUSTN1 52833114 52897581
NC_000020.11 chr20 45537532 0 45547357 0 - 100526773 EPPIN-WFDC6 45536279 45547426
NC_000015.10 chr15 89835514 0 89912835 0 - 100526783 C15orf38-AP3S2 89830598 89912990
NC_000002.12 chr2 18555783 1 18589468 0 - 100526794 NT5C1B-RDH14 18554722 18589580
NC_000002.12 chr2 169735014 0 169749732 2 + 100526832 PHOSPHO2-KLHL23 169694453 169751886
NC_000001.11 chr1 74198239 0 74543982 2 + 100526835 FPGT-TNNI3K 74198211 74544432
NC_000018.10 chr18 49483591 0 49491571 0 - 100526842 RPL17-C18orf32 49481177 49492565
NC_000020.11 chr20 36578774 0 36612051 0 + 100527943 TGIF2-C20orf24 36574553 36612557
NC_000007.14 chr7 150719047 0 150743063 2 + 100527949 GIMAP1-GIMAP5 150716556 150743649
NC_000001.11 chr1 156213015 0 156243083 0 + 100527963 PMF1-BGLAP 156212987 156243332
NC_000001.11 chr1 95143901 0 95244250 1 + 100527978 TMEM56-RWDD3 95117922 95244955
NC_000011.10 chr11 18231501 1 18248011 0 - 100528017 SAA2-SAA4 18231354 18248674
NC_000015.10 chr15 79845209 2 79907673 0 - 100528021 ST20-MTHFS 79843546 79923106
NC_000012.12 chr12 89522812 2 89525895 0 - 100528030 POC1B-GALNT4 89519411 89526262
NC_000012.12 chr12 10373113 1 10388810 0 - 100528032 KLRC4-KLRK1 10372352 10410146
NC_000023.11 chrX 102714869 0 102717386 0 + 100528062 ARMCX5-GPRASP2 102599347 102717733
NC_000014.9 chr14 24214023 2 24232267 0 - 100528064 NEDD8-MDP1 24213936 24232370
NC_000014.9 chr14 23307767 0 23325286 1 + 100529063 BCL2L2-PABPN1 23306761 23326185
NC_000023.11 chrX 101390935 0 101411992 0 + 100529097 RPL36A-HNRNPH2 101390889 101414140
NC_000016.10 chr16 4340318 0 4416518 0 - 100529144 CORO7-PAM16 4340250 4416961
NT_187608.1 chr16_KI270855v1_alt 40682 0 118841 0 - 100529144 CORO7-PAM16 40614 119284
NC_000019.10 chr19 9378311 0 9381777 0 + 100529215 ZNF559-ZNF177 9324225 9382617
NC_000006.12 chr6 34288752 2 34425221 0 - 100529239 RPS10-NUDT3 34287193 34426125
NC_000019.10 chr19 52928902 2 52956089 0 - 100529240 ZNF816-ZNF321P 52927134 52962911
NC_000002.12 chr2 197500436 0 197550646 0 + 100529241 HSPE1-MOB4 197499996 197553699
NC_000016.10 chr16 66552715 0 66579001 0 + 100529251 CKLF-CMTM1 66552562 66579135
NC_000014.9 chr14 70326332 0 70416963 0 - 100529257 SYNJ2BP-COX16 70325080 70417090
NC_000014.9 chr14 64914414 0 65061312 0 + 100529261 CHURC1-FNTB 64914360 65062655
NC_000019.10 chr19 10573065 2 10587231 0 - 10053 AP1M2 10572670 10587315
NC_000011.10 chr11 78017235 2 78079744 0 - 100532726 NDUFC2-KCTD14 78015714 78080219
NC_000010.11 chr10 22316417 0 22329542 0 + 100532731 COMMD3-BMI1 22316382 22331485
NC_000001.11 chr1 19655030 0 19657129 0 + 100532736 MINOS1-NBL1 19596976 19658456
NC_000008.11 chr8 66793736 0 66859581 0 + 100533105 C8orf44-SGK3 66667551 66862022
NC_000008.11 chr8 123226472 1 123267293 0 - 100533106 ZHX1-C8orf76 123226188 123274487
NC_000017.11 chr17 41301825 0 41302851 0 - 100533177 KRTAP29-1 41301825 41302851
NW_003871092.1 chr17_JH159147v1_alt 4258 0 5284 0 + 100533177 KRTAP29-1 4258 5284
NW_003871093.1 chr17_JH159148v1_alt 4258 0 5284 0 + 100533177 KRTAP29-1 4258 5284
NC_000024.10 chrY 21383185 2 21386263 0 - 100533178 PRORY 21382960 21454622
NC_000011.10 chr11 117820671 1 117842776 0 - 100533181 FXYD6-FXYD2 117820074 117877031
NC_000012.12 chr12 124311853 0 124314525 1 + 100533183 ZNF664-FAM101A 123973214 124316024
NC_000013.11 chr13 102807267 0 102875903 0 + 100533467 BIVM-ERCC5 102807145 102876001
NC_000017.11 chr17 15440252 0 15563448 0 - 100533496 TVP23C-CDRT4 15436014 15563631
NC_000007.14 chr7 5048076 0 5072465 2 + 100533952 RBAK-RBAKDN 5045820 5073223
NC_000023.11 chrX 152115165 0 152115540 0 - 100533997 MAGEA10-MAGEA5 152114048 152138578
NC_000001.11 chr1 151166524 0 151169085 1 + 100534012 TNFAIP8L2-SCNM1 151156628 151170297
NC_000007.14 chr7 43868985 2 43906575 0 - 100534592 URGCP-MRPS24 43866557 43906632
NC_000003.12 chr3 129095024 1 129160975 0 - 100534599 ISY1-RAB43 129087568 129161230
NC_000019.10 chr19 34428432 0 34469221 2 + 10054 UBA2 34428175 34469893
NC_000019.10 chr19 47130930 0 47209325 2 + 10055 SAE1 47130822 47210636
NC_000002.12 chr2 222571870 2 222656073 0 - 10056 FARSB 222571442 222656355
NC_000003.12 chr3 183921299 0 184014392 0 - 10057 ABCC5 183919933 184018010
NC_000002.12 chr2 219209937 1 219218673 0 - 10058 ABCB6 219209765 219218990
NC_000012.12 chr12 32679363 0 32743410 0 + 10059 DNM1L 32679199 32745650
NC_000016.10 chr16 61653607 2 62021403 0 - 1006 CDH8 61647243 62037035
NC_000012.12 chr12 21801043 0 21936674 0 - 10060 ABCC9 21797388 21941863
NC_000007.14 chr7 151208070 1 151226458 0 - 10061 ABCF2 151207829 151227374
NC_000011.10 chr11 47248803 0 47268696 0 + 10062 NR1H3 47248299 47269033
NC_000003.12 chr3 119675148 1 119677310 0 - 10063 COX17 119669524 119677396
NC_000004.12 chr4 76251746 0 76309173 0 + 100631383 FAM47E-STBD1 76251699 76311130
NC_000010.11 chr10 49942194 0 49973064 2 + 100652748 TIMM23B 49942032 49988839
NC_000005.10 chr5 151770373 0 151770706 0 - 100652758 LOC100652758 151769792 151771508
NC_000016.10 chr16 14709270 2 14733347 0 - 100652777 LOC100652777 14709069 14733781
NC_000003.12 chr3 28575736 0 28576327 0 - 100652807 LOC100652807 28575590 28576491
NC_000002.12 chr2 202073627 0 202197050 2 + 100652824 KIAA2012 202073252 202205195
NC_000005.10 chr5 99522397 0 99525361 0 - 100652833 LOC100652833 99522013 99526049
NC_000022.11 chr22 23935476 0 23942798 0 + 100652871 LOC100652871 23935476 23942861
NT_187633.1 chr22_KI270879v1_alt 171838 0 179160 0 + 100652871 LOC100652871 171838 179223
NC_000022.11 chr22 25344288 0 25344915 0 - 100652901 LOC100652901 25343581 25345261
NW_003315953.2 chr17_GL383564v2_alt 49303 0 54899 1 + 100653049 LOC100653049 49140 55293
NW_003315917.2 chr5_GL339449v2_alt 878456 0 917372 2 + 100653061 LOC100653061 847205 932435
NC_000015.10 chr15 32489269 0 32491705 0 - 100653133 LOC100653133 32489199 32491804
NC_000017.11 chr17 78890637 1 78901828 0 - 100653515 KIAA1731NL 78890578 78903217
NC_000015.10 chr15 74845082 0 74873255 0 - 10066 SCAMP2 74843729 74873365
NC_000001.11 chr1 155256272 0 155262151 0 - 10067 SCAMP3 155255978 155262434
NW_003315906.1 chr1_GL383519v1_alt 61295 0 67174 0 - 10067 SCAMP3 61001 67457
NC_000011.10 chr11 71999984 0 72001896 2 + 10068 IL18BP 71997943 72002919
NC_000021.9 chr21 29006416 1 29019277 0 - 10069 RWDD2B 29004777 29019371
NC_000005.10 chr5 26881135 2 26988333 0 - 1007 CDH9 26880599 27121198
NC_000007.14 chr7 100969622 0 101018636 0 + 10071 MUC12 100969622 101018949
NC_000011.10 chr11 66482200 0 66509251 2 + 10072 DPP3 66480012 66509659
NC_000015.10 chr15 75598357 0 75621051 0 - 10073 SNUPN 75598082 75626378
NC_000023.11 chrX 53533308 1 53654107 0 - 10075 HUWE1 53532095 53686729
NC_000001.11 chr1 29236644 0 29325661 0 + 10076 PTPRU 29236515 29326813
NC_000011.10 chr11 2302149 0 2317924 2 + 10077 TSPAN32 2302012 2318201
NC_000011.10 chr11 2402633 0 2403623 2 + 10078 TSSC4 2400444 2403878
NC_000020.11 chr20 51601210 2 51768369 0 - 10079 ATP9A 51596774 51768411
NC_000005.10 chr5 24487662 2 24593490 0 - 1008 CDH10 24487099 24645024
NC_000015.10 chr15 65118716 1 65133781 0 - 10081 PDCD7 65117378 65133836
NC_000013.11 chr13 93227456 0 94403217 2 + 10082 GPC6 93226824 94408020
NC_000015.10 chr15 57592034 0 57684498 1 + 100820829 MYZAP 57591903 57685364
NC_000011.10 chr11 17494331 0 17544307 0 - 10083 USH1C 17493894 17544416
NC_000023.11 chrX 48898509 0 48903084 1 + 10084 PQBP1 48897911 48903145
NC_000005.10 chr5 83943418 0 84384374 0 - 10085 EDIL3 83940594 84384867
NC_000008.11 chr8 132063994 2 132105265 0 - 10086 HHLA1 132061485 132105265
NC_000008.11 chr8 94432130 1 94436868 0 - 100861412 FSBP 94427711 94436952
NC_000017.11 chr17 28716052 0 28717708 0 - 100861437 NARR 28715992 28717890
NC_000005.10 chr5 37875356 0 37875674 0 + 100861519 GDNF-AS1 37840437 37875799
NC_000007.14 chr7 99685225 1 99735093 0 - 100861540 CYP3A7-CYP3A51P 99684678 99735200
NC_000016.10 chr16 30741743 0 30743943 0 + 100862671 TMEM265 30740190 30745196
NC_000005.10 chr5 75379345 2 75511844 0 - 10087 COL4A3BP 75368485 75511981
NC_000023.11 chrX 40735448 0 40738258 0 + 100873985 MED14OS 40735395 40738701
NC_000017.11 chr17 42969147 0 42980182 0 - 100885848 PTGES3L 42968087 42980528
NC_000017.11 chr17 42950592 1 42980182 0 - 100885850 PTGES3L-AARSD1 42950525 42980528
NC_000011.10 chr11 65593004 2 65595772 0 - 10089 KCNK7 65592854 65595996
NC_000016.10 chr16 64947602 2 65004869 0 - 1009 CDH11 64945225 65126112
NC_000006.12 chr6 148747430 0 149074116 2 + 10090 UST 148746961 149076990
NW_003315972.2 chr22_GL383583v2_alt 73399 0 78353 2 + 100913187 APOBEC3A_B 68430 78547
NC_000001.11 chr1 183627531 0 183635659 0 - 10092 ARPC5 183626192 183635941
NC_000003.12 chr3 9793121 0 9806215 0 + 10093 ARPC4 9792494 9807105
NC_000012.12 chr12 110435154 0 110450260 0 - 10094 ARPC3 110434889 110450411
NC_000007.14 chr7 99385714 0 99394489 0 + 10095 ARPC1B 99374674 99394801
NC_000002.12 chr2 113890279 0 113957455 0 + 10096 ACTR3 113889933 113961554
NC_000002.12 chr2 65227909 0 65268734 0 + 10097 ACTR2 65227694 65271253
NC_000004.12 chr4 98472521 0 98658226 0 - 10098 TSPAN5 98470366 98658661
NC_000015.10 chr15 77046834 0 77070954 0 - 10099 TSPAN3 77044016 77071228
NC_000017.11 chr17 77445006 0 77445648 0 + 100996273 LOC100996273 77439911 77446373
NC_000018.10 chr18 79145024 0 79146749 0 + 100996274 LOC100996274 79144751 79149693
NC_000001.11 chr1 121097168 2 121098265 0 - 100996318 LOC100996318 121097141 121098265
NC_000015.10 chr15 21846347 0 21877246 0 - 100996331 POTEB 21846328 21877396
NC_000022.11 chr22 21308592 0 21324858 0 - 100996335 LOC100996335 21308503 21325019
NC_000007.14 chr7 63756822 0 63757320 0 + 100996365 LOC100996365 63756808 63757407
NC_000015.10 chr15 20516373 0 20520624 0 + 100996379 LOC100996379 20515747 20520710
NC_000022.11 chr22 18527155 0 18527638 0 + 100996401 LOC100996401 18527066 18527706
NC_000007.14 chr7 63754999 0 63755497 0 + 100996414 LOC100996414 63754797 63755530
NC_000022.11 chr22 18183994 0 18202362 0 - 100996415 LOC100996415 18178025 18202437
NC_000005.10 chr5 135334118 0 135343466 0 + 100996485 C5orf66 135033279 135344680
NC_000021.9 chr21 26550959 0 26551445 0 + 100996571 CYYR1-AS1 26405942 26569263
NC_000012.12 chr12 132552100 0 132553156 0 + 100996573 LOC100996573 132550728 132554890
NC_000009.12 chr9 133058028 2 133061332 0 - 100996574 LOC100996574 133058028 133061567
NC_000022.11 chr22 41369081 0 41370396 0 + 100996598 LOC100996598 41369081 41370396
NC_000023.11 chrX 102215838 0 102226597 2 + 100996631 TCP11X1 102215255 102248522
NC_000006.12 chr6 109226574 0 109284904 0 + 100996634 LOC100996634 109217300 109285010
NC_000002.12 chr2 495069 0 496214 0 + 100996637 LOC100996637 494738 496631
NC_000009.12 chr9 63334611 0 63377610 0 + 100996643 LOC100996643 63334546 63378132
NC_000023.11 chrX 102460512 2 102465544 0 - 100996648 TCP11X2 102460318 102471812
NC_000014.9 chr14 68622315 0 68668231 0 - 100996664 LOC100996664 68605296 68686949
NC_000002.12 chr2 219496354 0 219498189 1 + 100996693 LOC100996693 219494299 219498287
NC_000012.12 chr12 131663773 0 131664418 0 - 100996701 LOC100996701 131663773 131665416
NT_167251.2 chr17_GL000258v2_alt 392989 0 452194 2 + 100996709 LOC100996709 388816 469514
NC_000001.11 chr1 143884589 2 143885954 0 - 100996713 LOC100996713 143883903 143885954
NC_000001.11 chr1 121012708 0 121013218 0 + 100996721 LOC100996721 121012215 121013923
NC_000001.11 chr1 120489874 0 120701289 0 - 100996724 LOC100996724 120488843 120701360
NC_000015.10 chr15 28575024 0 28579278 0 - 100996738 HERC2P11 28574939 28589267
NW_011332701.1 na 737029 0 741283 0 - 100996738 HERC2P11 736944 751272
NW_003315943.1 chr15_GL383554v1_alt 274604 0 278858 0 - 100996738 HERC2P11 274519 288847
NT_187660.1 chr15_KI270905v1_alt 850815 0 855069 0 - 100996738 HERC2P11 850730 865058
NC_000007.14 chr7 73050216 1 73056111 0 - 100996746 SPDYE11 73049243 73057172
NT_167251.2 chr17_GL000258v2_alt 1325448 0 1329081 2 + 100996747 LOC100996747 1325433 1329166
NW_003871091.1 chr17_JH159146v1_alt 233710 0 234343 1 + 100996750 LOC100996750 233670 234813
NC_000010.11 chr10 47917533 0 47923115 0 + 100996758 LOC100996758 47914011 47926069
NC_000001.11 chr1 149246366 0 149321732 0 - 100996761 LOC100996761 149245803 149322070
NC_000001.11 chr1 148598636 2 148712436 0 - 100996763 LOC100996763 148595856 148712520
NC_000017.11 chr17 21773753 0 21783458 0 - 100996792 LOC100996792 21773014 21783473
NC_000017.11 chr17 19577659 0 19632728 2 + 100996813 LOC100996813 19577659 19633825
NC_000007.14 chr7 139341384 0 139422340 1 + 100996928 C7orf55-LUC7L2 139341131 139423457
NC_000004.12 chr4 88521887 1 88523700 0 - 100996939 PYURF 88520977 88523801
NC_000010.11 chr10 133263155 0 133276817 0 - 101 ADAM8 133262415 133276903
NC_000005.10 chr5 21751736 2 22078676 0 - 1010 CDH12 21750863 22853622
NC_000001.11 chr1 115050489 0 115089432 0 - 10100 TSPAN2 115048010 115089500
NC_000016.10 chr16 1783020 0 1788714 2 + 10101 NUBP2 1782922 1789191
NC_000012.12 chr12 57782801 0 57802631 2 + 10102 TSFM 57782744 57802856
NC_000001.11 chr1 46181107 0 46185533 0 + 10103 TSPAN1 46175076 46196489
NC_000010.11 chr10 79347548 0 79353842 1 + 10105 PPIF 79347463 79355334
NC_000011.10 chr11 528483 0 531297 0 + 101059906 LOC101059906 528483 532263
NT_187586.1 chr11_KI270832v1_alt 58124 0 60938 0 + 101059906 LOC101059906 58124 61904
NC_000004.12 chr4 164929493 2 164930626 0 - 101059914 LOC101059914 164929490 164930626
NC_000023.11 chrX 71667803 0 71720790 0 + 101059915 LOC101059915 71667778 71720811
NC_000015.10 chr15 30403739 2 30414162 0 - 101059918 GOLGA8R 30400561 30414260
NW_011332701.1 na 2724592 0 2735016 2 + 101059918 GOLGA8R 2724494 2738200
NT_187660.1 chr15_KI270905v1_alt 2837044 0 2847468 2 + 101059918 GOLGA8R 2836946 2850652
NC_000016.10 chr16 16379244 0 16393923 0 + 101059938 NPIPA7 16378793 16393972
NT_187607.1 chr16_KI270853v1_alt 2040291 0 2054965 0 + 101059938 NPIPA7 2039840 2055014
NC_000016.10 chr16 18317967 0 18332662 0 - 101059953 NPIPA8 18317918 18333112
NC_000012.12 chr12 57823601 0 57846435 0 - 10106 CTDSP2 57819926 57846964
NC_000002.12 chr2 90359502 0 90362907 0 + 101060017 LOC101060017 90359287 90362907
NT_187648.1 chr2_KI270894v1_alt 171149 0 174554 0 + 101060017 LOC101060017 170934 174554
NC_000001.11 chr1 227969804 0 227971358 0 + 101060022 LOC101060022 227969792 227971378
NC_000005.10 chr5 134081908 0 134082070 0 - 101060024 LOC101060024 134081430 134082822
NC_000009.12 chr9 42903361 0 42918629 2 + 101060026 LOC101060026 42896306 42955499
